, ,Nb,Name,Label,Type,CX (pix),CY (pix),CZ (pix),CX (unit),CY (unit),CZ (unit),Xmin (pix),Ymin (pix),Zmin (pix),Xmax (pix),Ymax (pix),Zmax (pix),VolBounding (pix),RatioVolbox,Vol (unit),Vol (pix),Surf (unit),Surf (pix),SurfCorr (pix),Comp (pix),Spher (pix),CompCorr (pix),SpherCorr (pix),Comp (unit),Spher (unit),CompDiscrete,Ell_MajRad,Ell_Elon,Ell_Flatness,volEllipsoid (unit),RatioVolEllipsoid,DCMin (unit),DCMax (unit),DCMean (unit),DCSD (unit),ID,FRAME,mg_volume,mask_volume
2370,2371,2370,obj2371-val2371,2371,0,202.443,924.236,56.76,202.443,924.236,56.76,190,914,49,216,931,62,6804,0.179,1219,1219,1286,1286,826.694,0.079,0.429,0.297,0.668,0.079,0.429,0.909,14.657,2.245,1.332,1964.733,0.62,2.196,16.114,7.958,3.046,MD620,10,89.0,24724.0
2412,2413,2412,obj2413-val2413,2413,0,247.936,912.328,58.485,247.936,912.328,58.485,221,888,50,278,946,65,54752,0.1,5468,5468,5738,5738,3731.417,0.018,0.262,0.065,0.402,0.018,0.262,0.875,39.456,2.339,2.963,15866.599,0.345,1.349,43.958,18.527,8.856,MD620,10,181.0,78733.0
2438,2439,2438,obj2439-val2439,2439,0,902.799,1640.698,78.593,902.799,1640.698,78.593,868,1617,50,937,1665,104,188650,0.294,55379,55379,16658,16658,11159.384,0.075,0.422,0.25,0.63,0.075,0.422,0.975,32.712,1.295,1.27,68871.306,0.804,9.096,38.012,24.402,5.228,MD620,10,0.0,146919.0
2661,2662,2661,obj2662-val2662,2662,0,162.989,897.516,64.054,162.989,897.516,64.054,144,889,57,186,910,71,14190,0.118,1668,1668,1952,1952,1265.739,0.042,0.348,0.155,0.537,0.042,0.348,0.879,25.443,3.015,1.457,5207.371,0.32,1.517,23.482,11.884,5.414,MD620,10,0.0,36562.0
2816,2817,2816,obj2817-val2817,2817,0,450.176,1416.539,72.715,450.176,1416.539,72.715,443,1402,62,455,1430,80,7163,0.199,1428,1428,1372,1372,929.897,0.089,0.447,0.287,0.659,0.089,0.447,0.922,15.319,1.941,1.872,2134.883,0.669,1.619,15.46,8.017,3.069,MD620,10,0.0,25937.0
2944,2945,2944,obj2945-val2945,2945,0,455.32,1381.286,82.352,455.32,1381.286,82.352,448,1375,70,462,1388,96,5670,0.492,2791,2791,1636,1636,1151.345,0.201,0.586,0.577,0.833,0.201,0.586,0.971,14.003,1.654,1.334,3152.034,0.885,4.095,15.051,8.862,2.281,MD620,10,0.0,27788.0
3086,3087,3086,obj3087-val3087,3087,0,677.454,797.471,99.205,677.454,797.471,99.205,668,784,81,694,807,120,25920,0.106,2758,2758,3020,3020,2022.444,0.031,0.315,0.104,0.47,0.031,0.315,0.88,20.69,1.934,1.282,7734.606,0.357,1.582,22.465,11.026,4.472,MD620,10,1529.0,44711.0
3091,3092,3091,obj3092-val3092,3092,0,1192.454,1352.211,101.973,1192.454,1352.211,101.973,1171,1329,81,1210,1376,130,96000,0.17,16274,16274,8254,8254,5543.925,0.053,0.376,0.176,0.56,0.053,0.376,0.953,32.471,2.123,1.182,26912.713,0.605,2.088,34.801,18.016,6.204,MD620,10,508.0,87345.0
3115,3116,3115,obj3116-val3116,3116,0,475.438,211.04,90.248,475.438,211.04,90.248,467,201,83,484,218,103,6804,0.204,1385,1385,1308,1308,879.161,0.097,0.459,0.319,0.683,0.097,0.459,0.926,13.23,1.419,2.047,2354.325,0.588,0.616,14.108,7.681,2.523,MD620,10,775.0,25277.0
3229,3230,3229,obj3230-val3230,3230,0,662.835,784.826,107.086,662.835,784.826,107.086,656,775,92,674,799,119,13300,0.124,1646,1646,1734,1734,1158.891,0.059,0.389,0.197,0.582,0.059,0.389,0.901,16.289,1.701,1.312,4767.444,0.345,0.254,19.761,9.148,3.598,MD620,10,1495.0,31791.0
3366,3367,3366,obj3367-val3367,3367,0,1128.16,235.069,114.359,1128.16,235.069,114.359,1124,229,103,1135,244,130,5376,0.212,1142,1142,1248,1248,821.384,0.076,0.423,0.266,0.643,0.076,0.423,0.904,12.703,1.527,1.813,2032.65,0.562,1.141,16.106,7.292,2.584,MD620,10,772.0,23681.0
3470,3471,3470,obj3471-val3471,3471,0,92.228,570.658,130.509,92.228,570.658,130.509,69,544,109,128,602,154,162840,0.203,33040,33040,14802,14802,10026.679,0.038,0.336,0.122,0.497,0.038,0.336,0.955,27.571,1.117,1.487,47287.322,0.699,6.434,41.462,20.733,5.357,MD620,10,99.0,128870.0
3480,3481,3480,obj3481-val3481,3481,0,336.495,388.312,133.29,336.495,388.312,133.29,318,368,110,351,411,158,73304,0.233,17058,17058,7826,7826,5292.63,0.069,0.409,0.222,0.605,0.069,0.409,0.961,24.399,1.613,1.132,20670.977,0.825,5.258,32.457,16.402,4.137,MD620,10,290.0,78496.0
3534,3535,3534,obj3535-val3535,3535,0,1457.364,1742.993,122.688,1457.364,1742.993,122.688,1445,1736,115,1466,1750,130,5280,0.252,1329,1329,1410,1410,926.425,0.071,0.415,0.251,0.631,0.071,0.415,0.906,11.195,1.427,1.441,2002.46,0.664,0.708,13.245,6.906,2.246,MD620,10,0.0,23761.0
3535,3536,3535,obj3536-val3536,3536,0,752.113,120.237,141.747,752.113,120.237,141.747,720,91,116,786,144,173,209844,0.089,18620,18620,11582,11582,7811.817,0.025,0.293,0.082,0.435,0.025,0.293,0.931,51.3,3.049,1.286,47317.357,0.394,0.953,50.573,24.69,11.109,MD620,10,5180.0,125458.0
3655,3656,3655,obj3656-val3656,3656,0,735.983,190.405,141.934,735.983,190.405,141.934,723,183,126,748,199,155,13260,0.195,2580,2580,2142,2142,1434.365,0.077,0.425,0.255,0.634,0.077,0.425,0.929,16.597,1.459,2.288,3934.226,0.656,1.893,18.182,9.579,3.345,MD620,10,1782.0,34406.0
3676,3677,3676,obj3677-val3677,3677,0,1695.624,663.688,139.118,1695.624,663.688,139.118,1689,657,128,1702,671,150,4830,0.308,1486,1486,1470,1470,988.863,0.079,0.428,0.258,0.637,0.079,0.428,0.915,12.527,1.351,1.927,2341.929,0.635,0.502,13.728,7.527,2.526,MD620,10,0.0,25206.0
3869,3870,3869,obj3870-val3870,3870,0,1469.692,1545.437,151.308,1469.692,1545.437,151.308,1456,1536,144,1480,1555,161,9000,0.137,1232,1232,1682,1682,1110.079,0.036,0.33,0.125,0.501,0.036,0.33,0.852,16.64,2.143,1.313,3200.388,0.385,0.617,14.304,8.248,3.168,MD620,10,448.0,28859.0
3896,3897,3896,obj3897-val3897,3897,0,727.699,80.057,173.234,727.699,80.057,173.234,701,53,146,754,111,196,162486,0.322,52270,52270,16542,16542,10996.596,0.068,0.409,0.232,0.615,0.068,0.409,0.973,29.578,1.068,1.599,59470.175,0.879,10.001,34.606,23.276,4.494,MD620,10,2954.0,138286.0
3900,3901,3900,obj3901-val3901,3901,0,280.539,402.927,168.973,280.539,402.927,168.973,258,384,146,300,426,195,92450,0.252,23253,23253,9132,9132,6134.05,0.08,0.431,0.265,0.642,0.08,0.431,0.968,23.826,1.196,1.427,27771.321,0.837,9.273,34.863,17.853,3.771,MD620,10,0.0,89780.0
3994,3995,3994,obj3995-val3995,3995,0,1158.415,1418.166,179.44,1158.415,1418.166,179.44,1142,1398,152,1173,1434,195,52096,0.252,13144,13144,6650,6650,4428.468,0.066,0.405,0.225,0.608,0.066,0.405,0.956,19.793,1.312,1.093,17266.55,0.761,1.817,27.832,14.879,3.566,MD620,10,67.0,70459.0
4007,4008,4007,obj4008-val4008,4008,0,1581.008,534.859,176.042,1581.008,534.859,176.042,1571,525,153,1590,545,190,15960,0.212,3380,3380,2558,2558,1710.987,0.077,0.426,0.258,0.637,0.077,0.426,0.936,17.234,1.8,1.272,5201.438,0.65,3.701,24.035,10.689,3.963,MD620,10,0.0,40532.0
4019,4020,4019,obj4020-val4020,4020,0,1492.887,1575.099,160.832,1492.887,1575.099,160.832,1476,1568,153,1508,1589,170,13068,0.221,2882,2882,2670,2670,1801.834,0.049,0.367,0.161,0.544,0.049,0.367,0.91,18.244,1.606,1.642,6009.809,0.48,1.442,19.623,10.597,4.0,MD620,10,521.0,39744.0
4277,4278,4277,obj4278-val4278,4278,0,1487.294,1181.118,181.599,1487.294,1181.118,181.599,1479,1175,170,1499,1187,194,6825,0.196,1335,1335,1334,1334,879.227,0.085,0.44,0.297,0.667,0.085,0.44,0.917,14.144,1.793,1.697,2173.425,0.614,2.125,14.713,7.905,2.803,MD620,10,1729.0,25225.0
4281,4282,4281,obj4282-val4282,4282,0,1582.704,1571.638,186.769,1582.704,1571.638,186.769,1568,1554,170,1602,1591,202,43890,0.11,4849,4849,4914,4914,3373.497,0.022,0.282,0.069,0.411,0.022,0.282,0.883,25.158,1.765,1.361,15727.88,0.308,3.036,24.809,13.677,4.895,MD620,10,63.0,62874.0
4300,4301,4300,obj4301-val4301,4301,0,61.189,1022.232,192.474,61.189,1022.232,192.474,48,1013,172,77,1032,211,24000,0.123,2950,2950,3896,3896,2585.44,0.017,0.255,0.057,0.385,0.017,0.255,0.838,18.963,1.251,1.429,12761.924,0.231,0.561,22.235,11.468,3.661,MD620,10,872.0,51646.0
4303,4304,4303,obj4304-val4304,4304,0,1559.345,1593.939,182.955,1559.345,1593.939,182.955,1550,1586,172,1567,1601,195,6912,0.173,1199,1199,1234,1234,834.069,0.087,0.442,0.28,0.654,0.087,0.442,0.915,10.852,1.39,1.265,2191.197,0.547,1.651,15.384,7.021,2.311,MD620,10,59.0,24284.0
4321,4322,4321,obj4322-val4322,4322,0,1389.404,19.115,229.654,1389.404,19.115,229.654,1376,0,174,1403,42,280,128828,0.122,15758,15758,8488,8488,5735.42,0.046,0.358,0.149,0.53,0.046,0.358,0.948,70.339,5.618,1.348,34253.106,0.46,1.637,56.77,27.633,14.535,MD620,10,0.0,105739.0
4339,4340,4339,obj4340-val4340,4340,0,1559.392,514.355,205.012,1559.392,514.355,205.012,1548,496,176,1570,533,223,41952,0.157,6595,6595,4538,4538,3037.831,0.053,0.375,0.175,0.56,0.053,0.375,0.935,26.076,2.13,1.491,10978.35,0.601,1.327,34.799,13.614,6.103,MD620,10,109.0,56036.0
4374,4375,4374,obj4375-val4375,4375,0,304.145,754.829,216.728,304.145,754.829,216.728,290,740,178,321,771,239,63488,0.204,12927,12927,6980,6980,4692.66,0.056,0.382,0.183,0.568,0.056,0.382,0.951,22.213,1.328,1.389,18746.42,0.69,1.922,39.32,15.765,5.346,MD620,10,782.7803921568627,75149.0
4415,4416,4415,obj4416-val4416,4416,0,1605.669,1549.261,192.033,1605.669,1549.261,192.033,1601,1543,180,1610,1559,201,3740,0.286,1068,1068,1070,1070,701.761,0.105,0.472,0.373,0.72,0.105,0.472,0.923,9.676,1.019,2.187,1670.738,0.639,0.719,12.463,6.739,2.129,MD620,10,0.0,21216.0
4433,4434,4433,obj4434-val4434,4434,0,1575.855,1623.4,190.832,1575.855,1623.4,190.832,1568,1613,181,1585,1640,205,12600,0.161,2027,2027,2146,2146,1429.108,0.047,0.361,0.159,0.542,0.047,0.361,0.894,15.163,1.615,1.475,3796.566,0.534,1.47,20.779,8.799,3.274,MD620,10,195.0,33412.0
4473,4474,4473,obj4474-val4474,4474,0,1273.717,223.454,204.007,1273.717,223.454,204.007,1263,212,185,1282,233,230,20240,0.264,5352,5352,3218,3218,2164.952,0.097,0.46,0.319,0.683,0.097,0.46,0.954,21.675,2.072,1.536,6470.849,0.827,5.074,27.0,12.921,4.632,MD620,10,21.0,43454.0
4525,4526,4525,obj4526-val4526,4526,0,1670.285,1598.519,198.158,1670.285,1598.519,198.158,1659,1579,188,1680,1611,212,18150,0.231,4198,4198,3300,3300,2237.614,0.055,0.381,0.178,0.562,0.055,0.381,0.926,14.108,1.273,1.133,6402.64,0.656,2.492,20.967,10.261,2.904,MD620,10,0.0,42394.0
4582,4583,4582,obj4583-val4583,4583,0,786.029,126.77,222.672,786.029,126.77,222.672,751,100,191,823,160,247,253821,0.244,62039,62039,26154,26154,18403.143,0.024,0.29,0.07,0.412,0.024,0.29,0.954,40.52,1.586,1.195,92662.115,0.67,8.157,46.455,26.024,7.193,MD620,10,7146.317647058824,189173.0
4619,4620,4619,obj4620-val4620,4620,0,170.808,404.369,216.336,170.808,404.369,216.336,163,390,192,179,422,233,23562,0.12,2819,2819,2508,2508,1665.421,0.057,0.385,0.195,0.579,0.057,0.385,0.917,21.624,2.333,1.544,5038.31,0.56,1.604,29.609,11.388,5.054,MD620,10,0.0,40819.0
4759,4760,4759,obj4760-val4760,4760,0,1339.193,1680.557,214.486,1339.193,1680.557,214.486,1331,1670,200,1346,1692,234,12880,0.181,2329,2329,1982,1982,1371.825,0.079,0.429,0.238,0.619,0.079,0.429,0.928,18.642,2.359,1.438,3392.597,0.686,1.373,20.398,9.36,3.782,MD620,10,0.0,32307.0
4843,4844,4843,obj4844-val4844,4844,0,811.299,704.768,229.747,811.299,704.768,229.747,792,668,204,836,730,250,133245,0.224,29903,29903,10386,10386,7136.308,0.09,0.449,0.278,0.653,0.09,0.449,0.973,28.071,1.499,1.058,38961.236,0.768,10.926,44.591,21.305,6.186,MD620,10,3964.901960784314,107936.0
4899,4900,4899,obj4900-val4900,4900,0,1410.966,1642.888,237.747,1410.966,1642.888,237.747,1372,1609,206,1447,1670,266,287432,0.27,77644,77644,25294,25294,17053.1,0.042,0.348,0.137,0.516,0.042,0.348,0.968,36.565,1.119,1.661,98414.546,0.789,10.324,46.261,26.931,6.656,MD620,10,509.7803921568627,197282.0
4938,4939,4938,obj4939-val4939,4939,0,1456.888,554.765,237.48,1456.888,554.765,237.48,1428,520,211,1489,588,277,286626,0.23,66007,66007,22532,22532,15769.118,0.043,0.351,0.126,0.501,0.043,0.351,0.967,31.278,1.102,1.155,91272.795,0.723,4.726,43.512,25.893,5.774,MD620,10,0.0,189459.0
5136,5137,5136,obj5137-val5137,5137,0,1303.95,1287.738,239.692,1303.95,1287.738,239.692,1295,1278,220,1311,1300,258,15249,0.216,3288,3288,2250,2250,1509.611,0.107,0.475,0.355,0.708,0.107,0.475,0.95,19.789,2.651,1.113,4149.418,0.792,2.78,21.857,10.825,4.065,MD620,10,1729.4901960784314,36298.0
5575,5576,5575,obj5576-val5576,5576,0,541.922,81.522,263.329,541.922,81.522,263.329,526,62,245,561,97,283,50544,0.109,5534,5534,4328,4328,2904.582,0.043,0.35,0.141,0.521,0.043,0.35,0.922,21.001,1.343,1.872,11490.692,0.482,3.193,27.815,13.405,5.063,MD620,10,50.498039215686276,58227.0
5640,5641,5640,obj5641-val5641,5641,0,788.677,119.747,261.234,788.677,119.747,261.234,784,108,250,796,128,272,6279,0.262,1648,1648,1624,1624,1115.349,0.072,0.415,0.221,0.605,0.072,0.415,0.913,13.127,1.673,1.219,2777.159,0.593,1.368,14.425,7.837,2.487,MD620,10,535.0,26616.0
5788,5789,5788,obj5789-val5789,5789,0,220.51,373.787,271.009,220.51,373.787,271.009,210,361,258,232,390,289,22080,0.203,4484,4484,3638,3638,2437.609,0.047,0.361,0.157,0.539,0.047,0.361,0.921,16.336,1.463,1.09,7822.518,0.573,2.175,22.349,10.788,3.37,MD620,10,0.0,45546.0
6121,6122,6121,obj6122-val6122,6122,0,1389.966,46.726,298.832,1389.966,46.726,298.832,1382,34,284,1399,60,313,14580,0.227,3312,3312,2122,2122,1407.84,0.13,0.506,0.445,0.763,0.13,0.506,0.957,17.304,2.079,1.23,4081.884,0.811,3.979,19.392,9.936,3.194,MD620,10,18.0,32744.0
6130,6131,6130,obj6131-val6131,6131,0,1418.421,1637.188,290.608,1418.421,1637.188,290.608,1409,1619,284,1427,1655,298,10545,0.195,2061,2061,2278,2278,1514.753,0.041,0.344,0.138,0.517,0.041,0.344,0.885,21.792,2.965,1.237,3986.16,0.517,0.605,18.358,10.42,4.144,MD620,10,44.0,34894.0
6204,6205,6204,obj6205-val6205,6205,0,1681.614,611.421,301.982,1681.614,611.421,301.982,1669,593,288,1699,630,315,32984,0.201,6645,6645,4656,4656,3083.474,0.049,0.367,0.17,0.554,0.049,0.367,0.933,18.238,1.422,1.33,9452.246,0.703,3.705,21.362,12.22,3.42,MD620,10,0.0,52877.0
98,99,98,obj99-val99,99,0,1077.93,989.846,139.919,1077.93,989.846,139.919,1065,980,129,1085,996,149,7497,0.182,1366,1366,1144,1144,745.315,0.141,0.52,0.51,0.799,0.141,0.52,0.946,12.574,1.507,1.975,1857.68,0.735,3.638,18.434,7.805,3.241,MD647,0,939.0,23757.0
181,182,181,obj182-val182,182,0,1073.929,911.896,229.839,1073.929,911.896,229.839,1069,902,216,1080,918,244,5916,0.294,1742,1742,1654,1654,1108.434,0.076,0.423,0.252,0.632,0.076,0.423,0.918,17.822,2.738,1.106,2861.596,0.609,1.118,16.24,8.872,3.434,MD647,0,560.4666666666667,27138.0
206,207,206,obj207-val207,207,0,804.085,1857.355,242.864,804.085,1857.355,242.864,792,1844,232,814,1868,252,12075,0.265,3200,3200,2134,2134,1422.699,0.119,0.492,0.402,0.738,0.119,0.492,0.954,16.658,1.772,1.335,4618.548,0.693,2.491,17.595,10.039,3.083,MD647,0,658.113725490196,33465.0
227,228,227,obj228-val228,228,0,1188.079,1262.429,255.952,1188.079,1262.429,255.952,1174,1257,247,1198,1267,264,4950,0.293,1451,1451,1190,1190,795.923,0.141,0.521,0.472,0.779,0.141,0.521,0.947,12.7,1.592,1.931,1753.942,0.827,2.598,14.456,7.577,2.491,MD647,0,1006.4470588235295,23003.0
122,123,122,obj123-val123,123,0,849.239,655.201,70.409,849.239,655.201,70.409,841,646,49,860,665,90,16800,0.127,2138,2138,1778,1778,1157.319,0.092,0.451,0.334,0.693,0.092,0.451,0.934,23.389,3.978,1.136,2982.36,0.717,3.501,24.492,11.381,5.531,MD647,1,244.0,32107.0
129,130,129,obj130-val130,130,0,1065.992,980.912,113.862,1065.992,980.912,113.862,1055,975,103,1075,988,125,6762,0.282,1904,1904,1384,1384,899.825,0.155,0.537,0.563,0.826,0.155,0.537,0.956,14.752,1.915,1.559,2352.644,0.809,1.861,14.164,8.283,2.628,MD647,1,4989.0,24912.0
131,132,131,obj132-val132,132,0,1093.349,633.274,117.708,1093.349,633.274,117.708,1087,628,109,1099,638,126,2574,0.449,1156,1156,852,852,557.123,0.244,0.625,0.874,0.956,0.244,0.625,0.97,9.335,1.501,1.264,1196.58,0.966,3.973,9.325,6.35,1.254,MD647,1,0.0,17894.0
189,190,189,obj190-val190,190,0,1196.941,1260.225,216.096,1196.941,1260.225,216.096,1187,1247,193,1208,1274,238,28336,0.227,6434,6434,3292,3292,2190.706,0.131,0.508,0.445,0.764,0.131,0.508,0.967,21.203,1.842,1.51,7792.97,0.826,4.384,26.154,12.845,4.239,MD647,1,3442.5176470588235,44989.0
195,196,195,obj196-val196,196,0,1302.71,559.609,222.014,1302.71,559.609,222.014,1284,549,199,1311,568,239,22960,0.198,4556,4556,3528,3528,2424.085,0.053,0.377,0.165,0.548,0.053,0.377,0.927,21.849,1.76,1.609,8768.3,0.52,0.936,24.542,12.554,4.522,MD647,1,88.37647058823529,51377.0
217,218,217,obj218-val218,218,0,1132.171,1504.049,230.185,1132.171,1504.049,230.185,1127,1497,216,1137,1510,239,3696,0.431,1594,1594,1128,1128,763.23,0.2,0.585,0.646,0.865,0.2,0.585,0.965,13.36,1.963,1.442,1797.65,0.887,3.232,15.427,7.788,2.52,MD647,1,553.4509803921569,22419.0
218,219,218,obj219-val219,219,0,789.605,1867.781,226.937,789.605,1867.781,226.937,773,1856,216,803,1878,239,17112,0.456,7808,7808,3452,3452,2448.231,0.168,0.551,0.47,0.777,0.168,0.551,0.975,18.974,1.272,1.97,8973.739,0.87,3.956,21.153,12.789,3.264,MD647,1,358.06666666666666,45168.0
254,255,254,obj255-val255,255,0,1066.114,938.599,249.527,1066.114,938.599,249.527,1058,930,239,1075,951,263,9900,0.229,2264,2264,1536,1536,1005.619,0.16,0.543,0.57,0.829,0.16,0.543,0.96,16.072,2.149,1.445,2604.985,0.869,3.09,18.335,9.071,3.169,MD647,1,99.9921568627451,26587.0
270,271,270,obj271-val271,271,0,267.718,1128.758,269.205,267.718,1128.758,269.205,259,1123,259,274,1136,277,4256,0.24,1022,1022,894,894,579.815,0.165,0.549,0.606,0.846,0.165,0.549,0.948,11.984,2.114,1.213,1330.157,0.768,2.737,13.294,6.722,2.372,MD647,1,836.0,19401.0
77,78,77,obj78-val78,78,0,1059.879,976.426,101.174,1059.879,976.426,101.174,1050,971,93,1068,982,110,4104,0.514,2108,2108,1242,1242,833.389,0.262,0.64,0.868,0.954,0.262,0.64,0.978,10.231,1.172,1.497,2179.747,0.967,4.587,10.61,7.693,1.307,MD647,2,1966.0,22462.0
79,80,79,obj80-val80,80,0,1097.973,636.094,114.162,1097.973,636.094,114.162,1090,631,106,1105,641,123,3168,0.44,1393,1393,970,970,638.11,0.24,0.622,0.845,0.945,0.24,0.622,0.971,10.203,1.647,1.132,1449.787,0.961,4.028,11.258,6.826,1.422,MD647,2,0.0,19447.0
80,81,80,obj81-val81,81,0,174.907,1134.944,116.038,174.907,1134.944,116.038,168,1130,107,182,1140,125,3135,0.459,1438,1438,1020,1020,672.378,0.22,0.604,0.769,0.916,0.22,0.604,0.967,9.556,1.227,1.552,1565.529,0.919,4.138,11.092,6.885,1.402,MD647,2,310.0,19980.0
112,113,112,obj113-val113,113,0,1191.88,1243.913,184.795,1191.88,1243.913,184.795,1186,1232,175,1198,1251,194,5200,0.346,1799,1799,1240,1240,802.674,0.192,0.577,0.708,0.891,0.192,0.577,0.964,10.535,1.35,1.27,2117.61,0.85,3.665,12.81,7.556,1.643,MD647,2,1618.0,22952.0
133,134,133,obj134-val134,134,0,784.755,1866.359,214.574,784.755,1866.359,214.574,766,1860,204,800,1874,226,12075,0.505,6098,6098,2818,2818,1918.304,0.188,0.573,0.596,0.841,0.188,0.573,0.976,19.066,1.709,1.496,6643.163,0.918,5.591,19.34,11.699,3.15,MD647,2,160.41960784313727,38834.0
137,138,137,obj138-val138,138,0,1307.079,574.428,226.12,1307.079,574.428,226.12,1298,565,211,1315,582,239,9396,0.386,3630,3630,2264,2264,1558.289,0.128,0.505,0.394,0.733,0.128,0.505,0.958,16.93,1.955,1.209,4400.875,0.825,2.851,17.843,10.016,2.884,MD647,2,22.411764705882355,32736.0
146,147,146,obj147-val147,147,0,1133.077,1507.415,226.858,1133.077,1507.415,226.858,1128,1501,216,1138,1514,239,3696,0.59,2182,2182,1332,1332,943.586,0.228,0.611,0.641,0.862,0.228,0.611,0.973,15.415,2.216,1.297,2408.892,0.906,3.221,13.246,8.697,2.69,MD647,2,700.9764705882353,25074.0
169,170,169,obj170-val170,170,0,1067.748,945.775,248.895,1067.748,945.775,248.895,1062,935,236,1075,958,265,10080,0.206,2072,2072,1564,1564,1015.348,0.127,0.503,0.464,0.774,0.127,0.503,0.949,20.308,2.85,1.683,2566.16,0.807,1.685,20.197,9.913,4.128,MD647,2,495.0941176470588,28107.0
184,185,184,obj185-val185,185,0,274.153,1128.796,264.966,274.153,1128.796,264.966,266,1123,256,285,1137,273,5400,0.352,1900,1900,1294,1294,841.34,0.188,0.573,0.686,0.882,0.188,0.573,0.964,10.743,1.291,1.401,2224.991,0.854,4.288,11.855,7.652,1.683,MD647,2,173.0,23209.0
61,62,61,obj62-val62,62,0,1058.313,974.385,101.016,1058.313,974.385,101.016,1051,968,93,1065,980,110,3510,0.544,1911,1911,1138,1138,767.34,0.28,0.654,0.914,0.971,0.28,0.654,0.98,9.42,1.159,1.307,1994.931,0.958,4.505,10.455,7.375,1.06,MD647,3,1005.0,21339.0
68,69,68,obj69-val69,69,0,1209.851,1289.689,208.921,1209.851,1289.689,208.921,1204,1282,199,1216,1297,216,3744,0.372,1394,1394,1020,1020,661.199,0.207,0.592,0.76,0.913,0.207,0.592,0.964,10.268,1.534,1.317,1461.812,0.954,3.973,11.759,6.877,1.491,MD647,3,2373.9803921568628,19828.0
81,82,81,obj82-val82,82,0,1420.991,1228.97,233.038,1420.991,1228.97,233.038,1411,1220,216,1432,1239,251,15840,0.13,2066,2066,1918,1918,1257.267,0.068,0.409,0.243,0.624,0.068,0.409,0.917,23.612,3.186,1.622,3350.302,0.617,0.049,20.873,10.77,4.763,MD647,3,18.43529411764706,32394.0
96,97,96,obj97-val97,97,0,1062.623,968.053,285.478,1062.623,968.053,285.478,1058,960,272,1068,975,297,4576,0.31,1420,1420,1088,1088,707.465,0.177,0.562,0.644,0.864,0.177,0.562,0.957,14.775,2.878,1.09,1496.784,0.949,3.372,15.217,7.708,2.8,MD647,3,204.0,21594.0
33,34,33,obj34-val34,34,0,1052.153,982.496,106.661,1052.153,982.496,106.661,1040,978,97,1060,987,114,3780,0.336,1271,1271,1086,1086,724.785,0.143,0.522,0.48,0.783,0.143,0.522,0.945,12.938,1.655,2.043,1621.486,0.784,1.549,12.838,7.279,2.501,MD647,4,1258.0,21862.0
35,36,35,obj36-val36,36,0,772.404,1868.462,226.0,772.404,1868.462,226.0,753,1861,216,788,1879,239,16416,0.48,7882,7882,4810,4810,3446.357,0.063,0.398,0.172,0.556,0.063,0.398,0.946,20.572,1.482,1.372,12102.486,0.651,2.592,20.198,12.766,3.513,MD647,4,40.839215686274514,52532.0
82,83,82,obj83-val83,83,0,1046.332,978.287,96.093,1046.332,978.287,96.093,1038,973,89,1054,983,103,2805,0.563,1578,1578,988,988,658.959,0.292,0.663,0.984,0.995,0.292,0.663,0.98,9.158,1.221,1.338,1612.767,0.978,4.275,9.318,6.903,1.048,MD647,5,1333.0,19533.0
92,93,92,obj93-val93,93,0,1049.494,974.19,94.537,1049.494,974.19,94.537,1041,968,86,1057,980,103,3978,0.512,2037,2037,1210,1210,804.803,0.265,0.642,0.9,0.966,0.265,0.642,0.978,9.488,1.103,1.358,2164.934,0.941,5.065,11.518,7.606,1.17,MD647,6,724.0,22111.0
106,107,106,obj107-val107,107,0,760.006,1876.788,207.475,760.006,1876.788,207.475,745,1864,192,779,1891,224,32340,0.149,4828,4828,3216,3216,2123.472,0.079,0.43,0.275,0.651,0.079,0.43,0.945,23.745,2.009,1.398,9942.912,0.486,0.92,25.964,12.894,4.43,MD647,6,166.71764705882353,48433.0
111,112,111,obj112-val112,112,0,755.472,1854.879,213.293,755.472,1854.879,213.293,731,1845,201,776,1871,232,39744,0.12,4762,4762,3828,3828,2549.278,0.046,0.358,0.155,0.537,0.046,0.358,0.921,30.02,2.199,1.478,15856.19,0.3,2.492,27.423,15.388,6.364,MD647,6,1457.9803921568628,58144.0
254,255,254,obj255-val255,255,0,740.289,1857.576,224.825,740.289,1857.576,224.825,717,1842,216,766,1874,244,47850,0.297,14209,14209,8408,8408,5877.157,0.038,0.337,0.112,0.483,0.038,0.337,0.94,25.256,1.368,1.277,28227.999,0.503,0.668,27.399,15.993,4.689,MD647,7,713.5490196078432,81785.0
939,940,939,obj940-val940,940,0,1202.024,1257.579,194.955,1202.024,1257.579,194.955,1193,1253,178,1209,1264,208,6324,0.188,1189,1189,1180,1180,774.005,0.097,0.46,0.345,0.701,0.097,0.46,0.922,16.352,2.174,1.682,2304.798,0.516,1.108,17.552,8.276,3.627,MD647,9,3775.921568627451,24859.0
962,963,962,obj963-val963,963,0,1210.677,1271.437,202.633,1210.677,1271.437,202.633,1201,1261,184,1219,1282,216,13794,0.134,1843,1843,1952,1952,1288.647,0.052,0.372,0.18,0.564,0.052,0.372,0.897,17.209,1.414,1.593,6700.451,0.275,0.656,20.779,9.997,3.667,MD647,9,5659.239215686275,36009.0
